,stars,tags,text
2245,1,Negative,Delivery took too long and they forgot the mango lassi we ordered. Will never order from here again
2246,1,Negative,They never delivered my food.
2247,2,Negative,"Delivery was 20 minutes late, sag paneer had no paneer, and food wasn't delivered to our door."
2248,1,Negative,"As of now food is 4 hours late.  When contacted at 3 hours, they said the food would be delivered in 10 minutes."
2249,1,Negative,"DO NOT ORDER FROM
THIS FAKE
PLACE - THEY DONT BRING YOUR FOOD "
2250,1,Negative,"The delivery man did not come to my house and then asked me to walk down to another house a block away. then they didn't give us all of the order. I called three times asking where the rest of my order was. Each time they said it was on the way and it never came. She also didn't realize she didn't change up and yelled into the kitchen "" the old lady want her Naan"" lmao I'm 25! On top of that, the lassi was nasty! "
2251,1,Negative,I work at a business and they did not come into the desk.  They called from the car and then took off with $45 of food.  
2252,1,Negative,"It was worst experience. I ordered at 10:30 Pm and they delivered me around 2. They were not picking my phone for long time and finally when they delivered, food was terrible. If you are super hungry, then also avoid this place."
2253,1,Negative,very very very bad
2254,5,Positive,"Best samosas I've ever had! Great quality. Early delivery, very nice delovery person. Will order again!"
2255,1,Negative,"If garbage had a restaurant, Sher E Punjab grill would be it.
75 minutes after ordering on the app I call them up only to find out they haven&rsquo;t even begun my order. They ask for an additional 40 minutes for delivery because their driver doesn&rsquo;t want to deliver right now. 
Their rice smelled like rubber and their quantities are smaller than that if a michelin star restaurant.

They are not only sloppy, rude and inconsiderate, but also probably the worst cooks in the world. My dog could make better food than these trash cooks! DO NOT ORDER FROM HERE EVER!"
2256,1,Negative,"Food was ordered at 430pm with a $5.50 tip on the order and the $3.50 delivery fee, and was expected between 530-545. At 610, I called the place and was told the driver was out on deliver and had 3 orders to take care of (mine included). He showed up at 8, and insisted I give him a tip because he claimed that no tip went to him. Person at the restaurant was not helpful with contacting the driver. Will never order from here again."
2257,1,Negative,if you pay for your food at least I should arrive full today I had the worst experience they only took half of the food I paid I did not even arrive on time and the food is not served as in the photo it is horrible the person of the very rude delibery It was the worst and I called the restaurant and did not even bother to answer the phone without the worst experience that this place had
2258,1,Negative,"Food quantity is very less in comparison to what you pay. Even the taste was not good. Only thing they have eatable is any dish with spinach/saag. I tried this restaurant multiple times because i'm searching for Indian food and there is a not lot of options in Seattle. But finally after last order where I paid approx 13-15$ for a chicken tandoori which had 3 small pieces. And 10-13$ approx for fish pakora which also had 2 piece only. I finally give up on this restaurant and writing this review.
If you still want to order - order anything with saag/spinach as it can't be made bad."
2259,1,Negative,The delivery person didn't knock on the door so I didn't hear them! I never got my order
2260,3,Negative,"Food at 5:30, it is 8 and our food still hasn't come. We called multiple times and they always said it was on its way but it never showed up. The last time we called they were closed. I'm so hungry :("
2261,1,Negative,"zero stars!!
ordered via Eat24 at 9:51pm, estimated time of delivery was 1 hour from the time of deliver. 
called after one hour, restaurant told food is out for delivery and i shall expect in another 10-15 mins as delivery boy has 4 deliveries to make.
called after 20 mins, same story
called Eat24 after another 20 mins, they contacted them and came back to me saying expect delivery in 10 mins.
after 20 mins, delivery man called me to tell that he will be at my place in another 25-30mins, i lost my patience - i asked him to take the food back to restaurant as it is highly unexpectable.
as i moved in this new city a day before, i had my kitchen totally empty and at mid-night Sher-e- Punjab left me stranded.
No food, no money refund - cant describe the torture i went through, not to mention that i had to sleep empty stomach."
2262,1,Negative,Did not receive order even after 2hrs 30 min
2263,1,Negative,Pathetic service. Pathetic people working at the restaurant. Pathetic phone ethic. Food was half missing and half of the order was wrong. Pathetic delivery. Never ever order from this place.
2264,1,Negative,"Ordered at 8:25, GrubHub said it would arrive 9:10-9:17. Email said 9:25-9:35. No updates, calls, or texts. It’s 10pm and I called the restaurant to be told, “oh, yeah. My driver is on his way. Maybe 10-15 minutes.”
I told him to cancel the order and I better get my refund. 

This is the first problem I’ve ever had with a GrubHub restaurant. All the others I’ve dealt with communicated everything very well."
2265,1,Negative,"I ordered around 2:30 pm. They said my order was in the works, then hours passed with no update. They called at 7:55 pm, but by then I had made other plans."
2266,1,Negative,Everything is horrible!!
2267,1,Negative,The worst nightmare. Ordered food 11:00 pm and it arrived 2:00am. Thought the food might be good but it was wrong order and the chicken tandoori was not even properly cooked. Worst Restaurant EVER. I would not even suggest an enemy of mine to eat from this restaurant. 0/10 
2268,1,Negative,"Food never showed up. Called repeatedly to ask what was going on, perhaps help the driver find the place, every time ppl answered w\ attitude like I was inconveniencing them with my call, then hung up on me. I had a friend call (to see if their poor service was just about me), but they treated her the same way.

Never got the food, didn't get refunded my money, never received a call from them.


WORST.  DELIVERY.    EVER."
2269,1,Negative,I never received my order. I called the restaurant twice and they assured me the driver was on the way but 2 hours later I gave up. Now I have to figure out how to get a refund cause I'm out 50 bucks for s meal I never ate.
2270,1,Negative,"It took two hours for the delivery to arrive. The mango lassi we ordered was warm and fermented so we couldn't drink it. They forgot to give us utensils even though we were at a hotel, so we had none and then hotel only had plastic forks. The food was not flavorful and we ordered a medium level of spiciness but it was just bland with no spice. Nothing was warm."
2271,2,Negative,"order was late, incorrect and the food was low-quality for the price."
2272,1,Negative,I never got my food .. 3 hours I had to wait till the time I gave up .. Had guest at my home .. Embarrassing ..Grubhub should take some action against this
2273,1,Negative,I never got my order and they started to ignore my call 
2274,2,Negative,After placing my order I waited the 70 min eta.  I then waited half an hour before calling to see where my food was.  After another half hour I received a call that the driver had a flat and it would be another 25 minutes.  An hour and a half late I finally got my food.  My hot food was cold my cold food was hot and frozen food was melted.  I understand flats but it shouldn't take an hour to be notified of a flat tire.
